Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,1.0,1.0,1.0
7,2.0,2.0,2.0
8,3.0,3.0,3.0
9,4.0,4.0,4.0
10,5.0,5.0,5.0
11,6.0,6.0,6.0
12,7.0,7.0,7.0
13,8.0,8.0,8.0
14,9.0,9.0,9.0
15,10.0,10.0,10.0
16,11.0,11.0,11.0
17,12.0,12.0,12.0
18,13.0,13.0,13.0
19,14.0,14.0,14.0
20,15.0,15.0,15.0
21,16.0,16.0,16.0
22,17.0,17.0,17.0
23,18.0,18.0,18.0
24,19.0,19.0,19.0
25,20.0,20.0,20.0
26,21.0,21.0,21.0
27,22.0,22.0,22.0
28,23.0,23.0,23.0
29,24.0,24.0,24.0
30,25.0,25.0,25.0
