Day of isolation,Mean,Lower_CI,Upper_CI
0,0.9988,0.9986,0.9989
1,0.997,0.9968,0.9972
2,0.9957,0.9954,0.996
3,0.9951,0.9948,0.9954
4,0.9943,0.994,0.9946
5,0.9938,0.9935,0.9942
6,0.9936,0.9932,0.9939
7,0.9933,0.993,0.9936
8,0.9931,0.9927,0.9934
9,0.9929,0.9925,0.9932
10,0.9927,0.9923,0.993
11,0.9923,0.992,0.9927
12,0.9656,0.9649,0.9664
13,0.5454,0.5434,0.5473
14,0.0948,0.0937,0.096
15,0.0152,0.0147,0.0157
16,0.0058,0.0055,0.0061
17,0.0041,0.0038,0.0044
18,0.0036,0.0034,0.0039
19,0.0034,0.0031,0.0036
20,0.0032,0.0029,0.0034
21,0.003,0.0028,0.0033
22,0.0029,0.0027,0.0032
23,0.0029,0.0026,0.0031
24,0.0028,0.0026,0.003
25,0.0027,0.0025,0.0029
26,0.0026,0.0024,0.0028
27,0.0024,0.0022,0.0026
28,0.0022,0.002,0.0024
29,0.002,0.0018,0.0022
30,0.0019,0.0017,0.0021
