Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,1.0
16,1.0,0.0,2.0
17,2.0,0.0,3.0
18,3.0,1.0,4.0
19,4.0,2.0,5.0
20,5.0,3.0,6.0
21,6.0,4.0,7.0
22,7.0,5.0,8.0
23,8.0,6.0,9.0
24,9.0,7.0,10.0
25,10.0,8.0,11.0
26,11.0,9.0,12.0
27,12.0,10.0,13.0
28,13.0,11.0,14.0
29,14.0,12.0,15.0
30,15.0,13.0,16.0
